,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,G,GS,MP,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm,USG%,VORP,WS,WS/48,Year,eFG%,playoffs,made_playoffs
325,203.0,0.529,384.0,0.0,,0.0,0.0,54.0,14.5,29.0,48.0,4.4,6.2,2.6,172.0,23.5,1.2,203.0,0.529,384.0,135.0,0.649,208.0,0.542,19.0,19.0,776.0,3.6,67.0,9.9,2.6,28.3,62.0,541.0,Shaquille O'Neal,C,10.0,0.7,2001-02,62.0,11.5,239.0,17.0,0.569,LAL,31.4,1.6,3.8,0.23600000000000002,2002.0,0.529,True,True
326,121.0,0.535,226.0,0.0,,0.0,0.0,44.0,17.6,30.0,34.0,5.1,8.0,3.9,115.0,28.5,0.6,121.0,0.535,226.0,82.0,0.621,132.0,0.584,12.0,12.0,481.0,4.0,63.0,14.3,1.8,30.6,34.0,324.0,Shaquille O'Neal,C,7.0,0.8,2002-03,35.0,11.0,178.0,21.1,0.57,LAL,29.6,1.2,2.4,0.24,2003.0,0.535,True,True
327,182.0,0.593,307.0,0.0,,0.0,0.0,55.0,12.4,31.0,61.0,5.4,6.4,4.0,200.0,25.4,1.3,182.0,0.593,307.0,109.0,0.429,254.0,0.8270000000000001,22.0,22.0,917.0,2.4,91.0,11.5,2.6,24.8,90.0,473.0,Shaquille O'Neal,C,7.0,0.4,2003-04,55.0,11.6,291.0,18.5,0.565,LAL,25.2,1.9,3.9,0.20199999999999999,2004.0,0.593,True,True
328,101.0,0.5579999999999999,181.0,0.0,,0.0,0.0,25.0,11.5,32.0,19.0,3.3,-0.2,1.2,83.0,20.6,0.8,101.0,0.5579999999999999,181.0,50.0,0.47200000000000003,106.0,0.586,13.0,13.0,431.0,-1.5,19.0,5.9,0.0,18.1,52.0,252.0,Shaquille O'Neal,C,5.0,0.6,2004-05,42.0,15.6,102.0,14.0,0.5539999999999999,MIA,30.0,0.2,0.8,0.08900000000000001,2005.0,0.5579999999999999,True,True
329,178.0,0.612,291.0,0.0,,0.0,0.0,39.0,10.5,33.0,34.0,3.7,1.8,1.9,150.0,22.4,1.5,178.0,0.612,291.0,68.0,0.374,182.0,0.625,23.0,23.0,759.0,-0.1,75.0,12.3,0.1,19.9,84.0,424.0,Shaquille O'Neal,C,11.0,0.8,2005-06,85.0,18.6,225.0,17.6,0.5710000000000001,MIA,28.5,0.7,1.6,0.10300000000000001,2006.0,0.612,True,True
330,33.0,0.5589999999999999,59.0,0.0,,0.0,0.0,5.0,9.8,34.0,6.0,3.9,-1.7,0.6,18.0,18.8,0.1,33.0,0.5589999999999999,59.0,9.0,0.33299999999999996,27.0,0.45799999999999996,4.0,4.0,121.0,-2.3,16.0,15.6,-0.1,19.9,15.0,75.0,Shaquille O'Neal,C,1.0,0.4,2006-07,14.0,16.5,34.0,17.1,0.529,MIA,33.2,0.0,0.0,0.008,2007.0,0.5589999999999999,True,True
331,22.0,0.44,50.0,0.0,,0.0,0.0,5.0,5.4,35.0,13.0,5.9,1.1,4.4,33.0,26.1,0.3,22.0,0.44,50.0,32.0,0.5,64.0,1.28,5.0,5.0,150.0,-3.3,13.0,10.1,0.0,18.9,21.0,76.0,Shaquille O'Neal,C,5.0,1.7,2007-08,9.0,10.3,46.0,18.0,0.486,PHO,26.9,0.1,0.3,0.102,2008.0,0.44,True,True
332,48.0,0.516,93.0,0.0,,0.0,0.0,15.0,11.7,37.0,13.0,3.8,-1.6,0.8,40.0,19.2,0.3,48.0,0.516,93.0,31.0,0.66,47.0,0.505,11.0,11.0,243.0,-2.3,21.0,10.6,0.1,16.2,41.0,127.0,Shaquille O'Neal,C,2.0,0.4,2009-10,24.0,17.4,61.0,15.0,0.5589999999999999,CLE,26.4,0.0,0.4,0.08199999999999999,2010.0,0.516,True,True
333,1.0,0.5,2.0,0.0,,0.0,0.0,1.0,12.8,38.0,0.0,0.0,-5.4,-0.6,0.0,0.0,0.0,1.0,0.5,2.0,0.0,0.0,2.0,1.0,2.0,0.0,12.0,-4.8,0.0,0.0,0.0,1.3,4.0,2.0,Shaquille O'Neal,C,1.0,4.5,2010-11,0.0,0.0,0.0,0.0,0.34700000000000003,BOS,11.5,0.0,0.0,0.018000000000000002,2011.0,0.5,True,True
334,706.0,0.5529999999999999,1277.0,0.0,0.0,10.0,0.008,224.0,13.7,21.0,206.0,4.5,5.5,3.7,703.0,23.8,7.2,706.0,0.5489999999999999,1287.0,319.0,0.662,482.0,0.375,82.0,82.0,3204.0,1.8,274.0,10.5,5.6,22.6,254.0,1731.0,Tim Duncan,PF,55.0,0.9,1997-98,279.0,15.7,977.0,17.6,0.5770000000000001,SAS,26.0,6.0,12.8,0.192,1998.0,0.5489999999999999,False,True
335,417.0,0.498,838.0,1.0,0.14300000000000002,7.0,0.008,121.0,12.1,22.0,126.0,4.4,4.9,3.4,412.0,22.2,4.7,418.0,0.495,845.0,247.0,0.69,358.0,0.424,50.0,50.0,1963.0,1.5,159.0,9.7,4.0,23.2,147.0,1084.0,Tim Duncan,PF,45.0,1.2,1998-99,146.0,12.7,571.0,16.3,0.541,SAS,27.2,3.4,8.7,0.213,1999.0,0.495,False,True
337,695.0,0.504,1379.0,7.0,0.259,27.0,0.019,245.0,15.3,24.0,192.0,4.2,5.4,3.6,738.0,25.1,7.1,702.0,0.499,1406.0,409.0,0.618,662.0,0.47100000000000003,82.0,82.0,3174.0,1.8,259.0,9.7,6.2,23.8,247.0,1820.0,Tim Duncan,PF,70.0,1.2,2000-01,242.0,12.5,997.0,17.8,0.536,SAS,28.7,5.9,13.2,0.2,2001.0,0.502,False,True
338,763.0,0.511,1494.0,1.0,0.1,10.0,0.006999999999999999,307.0,18.3,25.0,203.0,4.3,7.6,3.8,774.0,25.9,7.1,764.0,0.508,1504.0,560.0,0.799,701.0,0.466,82.0,82.0,3329.0,3.9,268.0,9.6,10.7,27.0,217.0,2089.0,Tim Duncan,PF,61.0,1.0,2001-02,263.0,12.7,1042.0,18.0,0.5760000000000001,SAS,29.0,8.1,17.8,0.257,2002.0,0.508,False,True
339,708.0,0.517,1370.0,6.0,0.273,22.0,0.016,316.0,19.5,26.0,237.0,5.2,7.4,4.2,784.0,27.3,6.9,714.0,0.513,1392.0,450.0,0.71,634.0,0.455,81.0,81.0,3181.0,3.3,259.0,9.9,9.5,26.9,231.0,1884.0,Tim Duncan,PF,55.0,0.9,2002-03,248.0,12.9,1043.0,19.0,0.564,SAS,28.0,7.6,16.5,0.248,2003.0,0.515,False,True
340,590.0,0.505,1169.0,2.0,0.16699999999999998,12.0,0.01,213.0,17.4,27.0,185.0,5.3,7.3,4.9,632.0,27.6,7.2,592.0,0.501,1181.0,352.0,0.599,588.0,0.498,69.0,68.0,2527.0,2.4,227.0,10.2,5.9,27.1,164.0,1538.0,Tim Duncan,PF,62.0,1.3,2003-04,183.0,11.3,859.0,19.0,0.534,SAS,29.7,5.9,13.1,0.249,2004.0,0.502,False,True
341,514.0,0.498,1033.0,3.0,0.33299999999999996,9.0,0.009000000000000001,179.0,16.1,28.0,174.0,5.7,6.4,4.5,530.0,28.2,5.7,517.0,0.496,1042.0,305.0,0.67,455.0,0.43700000000000006,66.0,66.0,2203.0,1.9,202.0,10.7,5.5,27.0,144.0,1342.0,Tim Duncan,PF,45.0,1.1,2004-05,127.0,9.3,732.0,19.4,0.54,SAS,28.9,4.7,11.2,0.245,2005.0,0.498,False,True
342,572.0,0.485,1180.0,2.0,0.4,5.0,0.004,253.0,16.5,29.0,162.0,4.2,4.6,4.3,650.0,26.9,6.9,574.0,0.484,1185.0,335.0,0.629,533.0,0.45,80.0,80.0,2784.0,0.2,231.0,10.1,3.9,23.1,219.0,1485.0,Tim Duncan,PF,70.0,1.4,2005-06,198.0,12.2,881.0,18.7,0.523,SAS,27.7,4.6,10.8,0.187,2006.0,0.485,False,True
343,617.0,0.55,1122.0,1.0,0.111,9.0,0.008,273.0,18.8,30.0,190.0,5.1,7.1,5.1,633.0,27.0,6.8,618.0,0.546,1131.0,362.0,0.637,568.0,0.502,80.0,80.0,2726.0,2.0,213.0,9.8,6.3,26.1,203.0,1599.0,Tim Duncan,C,66.0,1.3,2006-07,224.0,14.0,846.0,18.8,0.579,SAS,27.9,6.3,13.0,0.23,2007.0,0.547,False,True
344,585.0,0.498,1174.0,0.0,0.0,4.0,0.003,218.0,15.7,31.0,152.0,4.3,4.7,4.1,644.0,28.3,6.2,585.0,0.49700000000000005,1178.0,338.0,0.73,463.0,0.39299999999999996,78.0,78.0,2651.0,0.7,237.0,10.7,4.9,24.4,185.0,1508.0,Tim Duncan,C,56.0,1.1,2007-08,178.0,11.4,881.0,19.6,0.546,SAS,28.2,4.5,11.1,0.201,2008.0,0.49700000000000005,False,True
345,558.0,0.505,1105.0,0.0,0.0,2.0,0.002,264.0,19.3,32.0,126.0,3.7,4.6,3.5,599.0,27.9,5.0,558.0,0.504,1107.0,334.0,0.6920000000000001,483.0,0.436,75.0,75.0,2524.0,1.1,201.0,9.6,5.0,24.4,173.0,1450.0,Tim Duncan,C,38.0,0.8,2008-09,165.0,11.1,800.0,18.9,0.5489999999999999,SAS,28.5,4.2,10.1,0.191,2009.0,0.504,False,True
346,559.0,0.522,1071.0,2.0,0.182,11.0,0.01,246.0,17.8,33.0,117.0,3.5,5.6,3.2,567.0,26.8,4.5,561.0,0.518,1082.0,271.0,0.725,374.0,0.34600000000000003,78.0,77.0,2438.0,2.4,221.0,10.8,6.4,24.7,152.0,1395.0,Tim Duncan,C,45.0,1.0,2009-10,140.0,10.1,788.0,18.9,0.56,SAS,26.0,4.7,10.9,0.215,2010.0,0.519,False,True
347,419.0,0.502,834.0,0.0,0.0,4.0,0.005,203.0,15.7,34.0,146.0,4.8,3.8,3.9,509.0,26.8,4.0,419.0,0.5,838.0,184.0,0.716,257.0,0.307,76.0,76.0,2156.0,-0.1,169.0,9.3,3.7,21.9,119.0,1022.0,Tim Duncan,C,50.0,1.2,2010-11,122.0,11.4,678.0,18.3,0.537,SAS,22.9,3.2,7.7,0.171,2011.0,0.5,False,True
348,361.0,0.495,729.0,0.0,0.0,4.0,0.005,132.0,13.5,35.0,88.0,3.9,2.4,2.6,410.0,28.2,2.9,361.0,0.49200000000000005,733.0,173.0,0.695,249.0,0.34,58.0,58.0,1634.0,-0.2,110.0,7.9,3.0,22.5,98.0,895.0,Tim Duncan,C,38.0,1.2,2011-12,97.0,10.3,520.0,18.3,0.531,SAS,26.2,1.8,5.9,0.174,2012.0,0.49200000000000005,False,True
349,488.0,0.504,969.0,2.0,0.28600000000000003,7.0,0.006999999999999999,184.0,15.5,36.0,183.0,6.4,4.1,4.6,562.0,29.6,4.9,490.0,0.502,976.0,245.0,0.8170000000000001,300.0,0.307,69.0,69.0,2078.0,-0.5,124.0,7.3,3.4,24.4,117.0,1227.0,Tim Duncan,C,50.0,1.2,2012-13,147.0,11.7,686.0,19.1,0.5539999999999999,SAS,27.8,3.2,8.3,0.191,2013.0,0.503,False,True
350,444.0,0.493,901.0,0.0,0.0,5.0,0.006,220.0,16.0,37.0,139.0,4.6,3.2,4.0,563.0,28.3,4.6,444.0,0.49,906.0,231.0,0.731,316.0,0.349,74.0,74.0,2158.0,-0.9,158.0,8.6,2.8,21.3,134.0,1119.0,Tim Duncan,C,43.0,1.0,2013-14,159.0,13.2,721.0,18.8,0.535,SAS,25.2,2.8,7.4,0.16399999999999998,2014.0,0.49,False,True
351,417.0,0.514,812.0,2.0,0.28600000000000003,7.0,0.009000000000000001,230.0,16.8,38.0,151.0,5.1,5.5,4.7,534.0,26.7,4.7,419.0,0.512,819.0,230.0,0.74,311.0,0.38,77.0,77.0,2227.0,0.8,170.0,8.8,4.9,22.6,165.0,1070.0,Tim Duncan,C,63.0,1.4,2014-15,131.0,12.1,704.0,17.9,0.56,SAS,22.2,4.2,9.6,0.207,2015.0,0.513,False,True
352,215.0,0.49,439.0,0.0,0.0,2.0,0.005,163.0,15.3,39.0,78.0,3.9,4.1,5.0,332.0,23.8,3.6,215.0,0.488,441.0,92.0,0.7020000000000001,131.0,0.297,61.0,60.0,1536.0,-0.8,115.0,8.8,1.6,16.9,125.0,522.0,Tim Duncan,C,47.0,1.6,2015-16,90.0,15.3,447.0,16.6,0.523,SAS,17.6,2.4,5.2,0.163,2016.0,0.488,False,True
353,73.0,0.525,139.0,0.0,0.0,1.0,0.006999999999999999,17.0,9.3,21.0,23.0,4.3,3.9,2.8,61.0,18.2,0.7,73.0,0.521,140.0,40.0,0.667,60.0,0.429,9.0,9.0,374.0,1.1,20.0,6.7,0.6,20.4,24.0,186.0,Tim Duncan,PF,5.0,0.7,1997-98,25.0,13.1,81.0,12.8,0.5589999999999999,SAS,24.8,0.6,1.2,0.155,1998.0,0.521,True,True
354,144.0,0.516,279.0,0.0,0.0,3.0,0.011000000000000001,48.0,14.2,22.0,45.0,4.4,7.5,2.9,140.0,21.6,1.7,144.0,0.511,282.0,107.0,0.748,143.0,0.507,17.0,17.0,733.0,4.5,55.0,9.6,2.1,25.1,50.0,395.0,Tim Duncan,PF,13.0,1.0,1998-99,52.0,13.1,195.0,16.0,0.573,SAS,26.8,1.8,3.7,0.243,1999.0,0.511,True,True
355,119.0,0.486,245.0,1.0,1.0,1.0,0.004,49.0,19.9,24.0,35.0,4.5,7.6,5.2,134.0,26.3,1.1,120.0,0.488,246.0,76.0,0.639,119.0,0.484,13.0,13.0,526.0,2.5,54.0,11.5,0.8,25.4,43.0,317.0,Tim Duncan,PF,14.0,1.4,2000-01,50.0,14.4,188.0,19.2,0.531,SAS,31.2,1.3,1.9,0.17300000000000001,2001.0,0.49,True,True
356,81.0,0.455,178.0,1.0,0.33299999999999996,3.0,0.017,45.0,25.2,25.0,39.0,7.5,10.4,6.5,102.0,31.2,0.8,82.0,0.45299999999999996,181.0,83.0,0.8220000000000001,101.0,0.5579999999999999,9.0,9.0,380.0,3.9,28.0,8.5,1.1,31.8,22.0,248.0,Tim Duncan,PF,6.0,0.9,2001-02,37.0,14.1,130.0,19.8,0.55,SAS,33.5,1.2,2.0,0.247,2002.0,0.456,True,True
357,218.0,0.5379999999999999,405.0,0.0,0.0,7.0,0.017,127.0,25.5,26.0,79.0,5.8,11.6,5.4,273.0,28.3,2.7,218.0,0.529,412.0,157.0,0.677,232.0,0.563,24.0,24.0,1021.0,6.3,96.0,10.7,3.3,28.4,78.0,593.0,Tim Duncan,PF,15.0,0.8,2002-03,76.0,12.9,369.0,19.8,0.5770000000000001,SAS,26.4,3.5,5.9,0.27899999999999997,2003.0,0.529,True,True
358,83.0,0.525,158.0,0.0,0.0,1.0,0.006,32.0,16.0,27.0,20.0,4.1,5.7,3.9,80.0,24.6,0.6,83.0,0.522,159.0,55.0,0.632,87.0,0.547,10.0,10.0,405.0,1.8,33.0,9.3,1.0,24.1,34.0,221.0,Tim Duncan,PF,8.0,1.1,2003-04,42.0,17.6,113.0,16.7,0.56,SAS,27.7,0.8,1.5,0.183,2004.0,0.522,True,True
359,196.0,0.467,420.0,1.0,0.2,5.0,0.012,63.0,14.8,28.0,52.0,4.3,4.1,2.7,199.0,26.6,1.6,197.0,0.46399999999999997,425.0,147.0,0.7170000000000001,205.0,0.48200000000000004,23.0,23.0,869.0,1.4,87.0,12.2,1.9,24.9,66.0,542.0,Tim Duncan,PF,8.0,0.5,2004-05,62.0,10.7,286.0,19.6,0.526,SAS,31.1,1.3,3.5,0.191,2005.0,0.465,True,True
360,121.0,0.579,209.0,0.0,0.0,2.0,0.009000000000000001,43.0,17.6,29.0,25.0,3.8,7.5,3.3,104.0,25.4,0.6,121.0,0.573,211.0,94.0,0.718,131.0,0.621,13.0,13.0,493.0,4.1,33.0,9.1,2.0,30.4,50.0,336.0,Tim Duncan,PF,11.0,1.2,2005-06,34.0,11.2,137.0,17.8,0.625,SAS,29.9,1.2,2.6,0.252,2006.0,0.573,True,True
361,174.0,0.521,334.0,0.0,,0.0,0.0,65.0,17.7,30.0,62.0,6.3,7.2,4.8,156.0,24.5,1.4,174.0,0.521,334.0,96.0,0.644,149.0,0.446,20.0,20.0,736.0,2.5,73.0,12.0,1.9,27.4,59.0,444.0,Tim Duncan,C,13.0,1.0,2006-07,59.0,12.9,229.0,18.4,0.556,SAS,29.5,1.7,3.3,0.214,2007.0,0.521,True,True
362,134.0,0.45299999999999996,296.0,1.0,0.2,5.0,0.017,56.0,15.9,31.0,35.0,3.8,3.7,4.7,186.0,32.1,1.4,135.0,0.449,301.0,72.0,0.626,115.0,0.382,17.0,17.0,666.0,-1.0,61.0,10.6,0.3,21.9,41.0,343.0,Tim Duncan,C,15.0,1.2,2007-08,41.0,10.4,247.0,21.4,0.488,SAS,28.2,1.0,1.7,0.12300000000000001,2008.0,0.45,True,True
363,41.0,0.532,77.0,0.0,,0.0,0.0,16.0,20.4,32.0,6.0,3.3,4.7,2.6,28.0,21.8,0.1,41.0,0.532,77.0,17.0,0.607,28.0,0.364,5.0,5.0,164.0,2.1,12.0,8.5,0.5,27.3,11.0,99.0,Tim Duncan,C,3.0,1.0,2008-09,7.0,7.3,40.0,14.8,0.5539999999999999,SAS,29.2,0.3,0.6,0.171,2009.0,0.532,True,True
364,77.0,0.52,148.0,1.0,0.5,2.0,0.013000000000000001,26.0,12.7,33.0,17.0,3.7,1.9,2.8,69.0,21.1,0.5,78.0,0.52,150.0,33.0,0.478,69.0,0.46,10.0,10.0,373.0,-0.9,30.0,9.2,0.2,19.7,27.0,190.0,Tim Duncan,C,8.0,1.1,2009-10,24.0,11.7,99.0,15.1,0.527,SAS,25.6,0.4,0.7,0.091,2010.0,0.523,True,True
365,33.0,0.478,69.0,0.0,,0.0,0.0,16.0,14.1,34.0,15.0,5.1,0.8,4.3,47.0,26.4,0.3,33.0,0.478,69.0,10.0,0.625,16.0,0.23199999999999998,6.0,6.0,212.0,-3.6,16.0,8.6,-0.1,15.5,17.0,76.0,Tim Duncan,C,3.0,0.7,2010-11,18.0,19.1,63.0,17.3,0.5,SAS,20.8,0.1,0.2,0.053,2011.0,0.478,True,True
366,101.0,0.498,203.0,0.0,0.0,1.0,0.005,39.0,14.7,35.0,29.0,4.5,4.5,3.8,99.0,24.0,0.7,101.0,0.495,204.0,41.0,0.7070000000000001,58.0,0.284,14.0,14.0,463.0,0.7,32.0,8.4,1.1,22.9,30.0,243.0,Tim Duncan,C,10.0,1.1,2011-12,21.0,8.4,131.0,16.5,0.529,SAS,25.2,0.8,1.8,0.184,2012.0,0.495,True,True
367,151.0,0.47200000000000003,320.0,0.0,0.0,1.0,0.003,40.0,9.6,36.0,34.0,3.5,2.1,2.2,160.0,24.2,1.4,151.0,0.47,321.0,79.0,0.8059999999999999,98.0,0.305,21.0,21.0,735.0,-0.1,54.0,8.7,1.1,21.3,53.0,381.0,Tim Duncan,C,18.0,1.3,2012-13,42.0,10.3,214.0,16.7,0.523,SAS,26.1,0.7,2.5,0.161,2013.0,0.47,True,True
368,149.0,0.527,283.0,0.0,0.0,2.0,0.006999999999999999,45.0,9.6,37.0,29.0,3.1,4.4,2.4,146.0,22.2,1.2,149.0,0.523,285.0,76.0,0.76,100.0,0.35100000000000003,23.0,23.0,752.0,2.0,65.0,10.4,2.0,21.1,52.0,374.0,Tim Duncan,C,7.0,0.5,2013-14,26.0,7.3,211.0,16.4,0.568,SAS,21.9,1.2,3.2,0.204,2014.0,0.523,True,True
369,53.0,0.596,89.0,0.0,0.0,1.0,0.011000000000000001,23.0,16.0,38.0,10.0,3.1,7.7,5.1,59.0,26.0,0.4,53.0,0.589,90.0,19.0,0.5589999999999999,34.0,0.37799999999999995,7.0,7.0,250.0,2.6,19.0,7.9,0.8,24.2,26.0,125.0,Tim Duncan,C,9.0,1.8,2014-15,7.0,6.3,78.0,16.6,0.595,SAS,20.1,0.6,1.2,0.22899999999999998,2015.0,0.589,True,True
370,22.0,0.423,52.0,0.0,,0.0,0.0,14.0,9.1,39.0,13.0,4.7,1.0,3.0,38.0,19.0,0.4,22.0,0.423,52.0,15.0,0.7140000000000001,21.0,0.40399999999999997,10.0,10.0,218.0,-2.1,10.0,5.6,0.0,11.6,18.0,59.0,Tim Duncan,C,2.0,0.5,2015-16,10.0,14.0,48.0,12.7,0.48200000000000004,SAS,15.2,0.2,0.4,0.083,2016.0,0.423,True,True
371,355.0,0.47700000000000004,745.0,16.0,0.302,53.0,0.066,275.0,25.1,22.0,34.0,1.3,1.3,0.4,162.0,9.0,2.3,371.0,0.465,798.0,233.0,0.747,312.0,0.391,61.0,56.0,2126.0,0.9,85.0,4.6,2.2,17.6,140.0,991.0,Dwyane Wade,PG,86.0,2.2,2003-04,196.0,17.3,247.0,6.8,0.53,MIA,25.0,1.8,4.6,0.10300000000000001,2004.0,0.475,False,True
372,617.0,0.485,1273.0,13.0,0.289,45.0,0.034,520.0,31.0,23.0,82.0,2.0,4.4,1.4,287.0,10.8,4.3,630.0,0.478,1318.0,581.0,0.762,762.0,0.578,77.0,77.0,2974.0,3.1,110.0,4.5,6.7,23.1,230.0,1854.0,Dwyane Wade,SG,121.0,2.2,2004-05,321.0,16.3,397.0,7.8,0.561,MIA,30.9,4.8,11.0,0.177,2005.0,0.483,False,True
373,686.0,0.513,1337.0,13.0,0.171,76.0,0.054000000000000006,503.0,33.0,24.0,58.0,1.5,7.5,1.6,323.0,12.6,4.2,699.0,0.495,1413.0,629.0,0.7829999999999999,803.0,0.568,75.0,75.0,2892.0,5.9,107.0,4.5,10.2,27.6,217.0,2040.0,Dwyane Wade,SG,146.0,2.6,2005-06,268.0,13.2,430.0,8.7,0.5770000000000001,MIA,32.5,7.0,14.4,0.239,2006.0,0.499,False,True
374,451.0,0.511,883.0,21.0,0.266,79.0,0.08199999999999999,384.0,40.5,25.0,62.0,2.5,8.4,1.9,188.0,11.2,2.9,472.0,0.491,962.0,432.0,0.807,535.0,0.556,51.0,50.0,1931.0,6.5,51.0,3.2,5.9,28.9,117.0,1397.0,Dwyane Wade,SG,107.0,3.0,2006-07,216.0,15.3,239.0,7.3,0.583,MIA,34.7,5.1,8.8,0.21899999999999997,2007.0,0.502,False,True
376,766.0,0.524,1461.0,88.0,0.317,278.0,0.16,589.0,40.3,27.0,106.0,2.8,10.7,2.0,309.0,12.2,4.4,854.0,0.491,1739.0,590.0,0.765,771.0,0.44299999999999995,79.0,79.0,3048.0,8.7,89.0,3.5,10.3,30.4,178.0,2386.0,Dwyane Wade,SG,173.0,3.0,2008-09,272.0,11.6,398.0,7.8,0.574,MIA,36.2,9.7,14.7,0.23199999999999998,2009.0,0.516,False,True
377,646.0,0.509,1268.0,73.0,0.3,243.0,0.161,501.0,36.4,28.0,82.0,2.4,9.4,2.0,266.0,11.1,4.6,719.0,0.47600000000000003,1511.0,534.0,0.7609999999999999,702.0,0.465,77.0,77.0,2792.0,7.4,107.0,4.5,8.5,28.0,181.0,2045.0,Dwyane Wade,SG,142.0,2.7,2009-10,252.0,12.2,373.0,7.8,0.562,MIA,34.9,8.0,13.0,0.22399999999999998,2010.0,0.5,False,True
378,629.0,0.534,1178.0,63.0,0.306,206.0,0.149,346.0,23.5,29.0,87.0,2.4,5.9,1.5,362.0,14.4,4.7,692.0,0.5,1384.0,494.0,0.758,652.0,0.47100000000000003,76.0,76.0,2823.0,4.4,123.0,5.5,8.1,25.6,197.0,1941.0,Dwyane Wade,SG,111.0,2.1,2010-11,237.0,12.4,485.0,10.2,0.581,MIA,31.6,5.7,12.8,0.218,2011.0,0.523,False,True
379,401.0,0.513,781.0,15.0,0.268,56.0,0.067,225.0,27.3,30.0,63.0,3.1,6.3,1.8,164.0,11.6,2.9,416.0,0.49700000000000005,837.0,235.0,0.7909999999999999,297.0,0.355,49.0,49.0,1625.0,4.5,73.0,5.6,4.8,26.3,110.0,1082.0,Dwyane Wade,SG,82.0,2.7,2011-12,129.0,11.8,237.0,8.7,0.5589999999999999,MIA,31.3,3.4,7.7,0.22699999999999998,2012.0,0.506,False,True
380,552.0,0.537,1027.0,17.0,0.258,66.0,0.06,352.0,26.6,31.0,56.0,1.9,3.9,1.1,258.0,12.6,3.5,569.0,0.521,1093.0,308.0,0.725,425.0,0.389,69.0,69.0,2391.0,2.8,86.0,4.7,6.1,24.0,140.0,1463.0,Dwyane Wade,SG,128.0,2.8,2012-13,194.0,13.2,344.0,8.9,0.5710000000000001,MIA,29.5,3.5,9.6,0.192,2013.0,0.528,False,True
381,406.0,0.557,729.0,9.0,0.281,32.0,0.042,252.0,25.5,32.0,29.0,1.4,2.3,0.3,181.0,12.3,2.0,415.0,0.545,761.0,189.0,0.733,258.0,0.33899999999999997,54.0,53.0,1775.0,1.9,60.0,4.4,3.5,22.0,106.0,1028.0,Dwyane Wade,SG,79.0,2.3,2013-14,161.0,15.5,241.0,8.5,0.588,MIA,27.9,1.9,5.5,0.149,2014.0,0.551,False,True
383,533.0,0.46799999999999997,1139.0,7.0,0.159,44.0,0.037000000000000005,344.0,27.4,34.0,42.0,1.4,0.8,-0.1,220.0,10.7,2.6,540.0,0.456,1183.0,322.0,0.7929999999999999,406.0,0.34299999999999997,74.0,73.0,2258.0,0.9,82.0,4.3,2.4,20.3,116.0,1409.0,Dwyane Wade,SG,79.0,1.8,2015-16,203.0,13.0,302.0,7.6,0.517,MIA,31.6,1.6,4.9,0.105,2016.0,0.45899999999999996,False,True
384,369.0,0.456,810.0,45.0,0.31,145.0,0.152,229.0,22.4,35.0,41.0,1.8,1.0,0.6,207.0,12.6,2.5,414.0,0.434,955.0,223.0,0.794,281.0,0.294,60.0,59.0,1792.0,0.4,64.0,3.8,0.9,18.5,112.0,1096.0,Dwyane Wade,SG,86.0,2.4,2016-17,138.0,11.3,271.0,8.2,0.508,CHI,29.6,1.4,3.4,0.09,2017.0,0.457,False,True
385,83.0,0.45899999999999996,181.0,3.0,0.375,8.0,0.042,73.0,30.6,22.0,4.0,0.7,1.6,-0.3,36.0,8.1,0.5,86.0,0.455,189.0,59.0,0.787,75.0,0.397,13.0,13.0,510.0,1.8,16.0,3.6,0.6,17.7,45.0,234.0,Dwyane Wade,PG,17.0,1.9,2003-04,54.0,19.6,52.0,5.8,0.527,MIA,25.9,0.5,1.1,0.10400000000000001,2004.0,0.46299999999999997,True,True
386,135.0,0.498,271.0,1.0,0.1,10.0,0.036000000000000004,93.0,32.5,23.0,16.0,2.1,6.6,2.2,57.0,10.7,1.0,136.0,0.484,281.0,111.0,0.799,139.0,0.495,14.0,14.0,571.0,4.5,23.0,5.3,1.2,24.3,43.0,384.0,Dwyane Wade,SG,22.0,2.1,2004-05,62.0,15.3,80.0,8.3,0.561,MIA,33.9,1.2,2.1,0.18,2005.0,0.486,True,True
387,205.0,0.507,404.0,14.0,0.37799999999999995,37.0,0.084,132.0,27.9,24.0,26.0,2.3,8.9,2.8,107.0,12.7,2.0,219.0,0.49700000000000005,441.0,202.0,0.8079999999999999,250.0,0.5670000000000001,23.0,23.0,959.0,6.1,28.0,3.6,2.8,26.9,71.0,654.0,Dwyane Wade,SG,51.0,2.8,2005-06,90.0,14.0,135.0,8.4,0.593,MIA,31.7,2.6,4.8,0.24,2006.0,0.512,True,True
388,36.0,0.456,79.0,0.0,0.0,5.0,0.06,25.0,32.8,25.0,2.0,1.0,-1.9,0.7,12.0,9.4,0.1,36.0,0.429,84.0,22.0,0.688,32.0,0.381,4.0,4.0,162.0,-2.6,7.0,5.1,-0.3,15.2,13.0,94.0,Dwyane Wade,SG,5.0,1.6,2006-07,23.0,19.0,19.0,7.1,0.479,MIA,35.3,0.0,-0.2,-0.06,2007.0,0.429,True,True
