,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,G,GS,MP,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm,USG%,VORP,WS,WS/48,Year,eFG%,playoffs,made_playoffs
65,101.0,0.529,191.0,2.0,0.25,8.0,0.04,151.0,29.8,20.0,6.0,0.5,8.6,3.9,116.0,18.6,1.1,103.0,0.518,199.0,85.0,0.802,106.0,0.5329999999999999,16.0,,658.0,4.7,52.0,8.6,1.7,22.1,47.0,293.0,Magic Johnson,SG,49.0,3.5,1979-80,65.0,20.9,168.0,13.7,0.596,LAL,18.6,1.8,2.8,0.203,1980.0,0.523,True,True
66,19.0,0.38799999999999996,49.0,0.0,,0.0,0.0,21.0,24.7,21.0,3.0,1.2,3.4,4.2,33.0,22.7,0.3,19.0,0.38799999999999996,49.0,13.0,0.65,20.0,0.408,3.0,,127.0,-0.8,8.0,6.7,0.0,17.0,14.0,51.0,Magic Johnson,SG,8.0,3.1,1980-81,11.0,16.0,41.0,15.4,0.441,LAL,22.8,0.2,0.2,0.08199999999999999,1981.0,0.38799999999999996,True,True
67,83.0,0.542,153.0,0.0,0.0,4.0,0.025,130.0,27.7,22.0,3.0,0.3,9.4,3.9,104.0,18.6,0.8,83.0,0.529,157.0,77.0,0.828,93.0,0.5920000000000001,14.0,,562.0,5.5,54.0,10.8,1.9,22.5,50.0,243.0,Magic Johnson,SG,40.0,3.3,1981-82,44.0,18.2,158.0,14.9,0.614,LAL,16.9,1.6,2.7,0.231,1982.0,0.529,True,True
68,100.0,0.513,195.0,0.0,0.0,11.0,0.053,192.0,38.6,23.0,12.0,1.0,6.1,2.6,77.0,12.9,0.6,100.0,0.485,206.0,68.0,0.84,81.0,0.39299999999999996,15.0,,643.0,3.5,51.0,8.9,1.5,20.6,49.0,268.0,Magic Johnson,SG,34.0,2.5,1982-83,64.0,20.9,128.0,11.0,0.555,LAL,19.4,1.3,2.1,0.156,1983.0,0.485,True,True
69,151.0,0.5660000000000001,267.0,0.0,0.0,7.0,0.026000000000000002,284.0,42.7,24.0,20.0,1.3,6.6,2.1,113.0,14.2,1.1,151.0,0.551,274.0,80.0,0.8,100.0,0.365,21.0,,837.0,4.6,26.0,3.7,2.4,22.8,71.0,382.0,Magic Johnson,PG,42.0,2.4,1983-84,79.0,19.9,139.0,9.3,0.601,LAL,19.7,1.8,3.5,0.198,1984.0,0.551,True,True
70,115.0,0.525,219.0,1.0,0.14300000000000002,7.0,0.031,289.0,48.0,25.0,4.0,0.3,5.8,1.2,115.0,16.8,1.0,116.0,0.513,226.0,100.0,0.847,118.0,0.522,19.0,19.0,687.0,4.5,19.0,3.3,2.0,22.3,48.0,333.0,Magic Johnson,PG,32.0,2.1,1984-85,76.0,21.5,134.0,10.7,0.599,LAL,20.0,1.4,3.0,0.21,1985.0,0.515,True,True
71,110.0,0.5670000000000001,194.0,0.0,0.0,11.0,0.054000000000000006,211.0,49.7,26.0,1.0,0.1,8.9,1.5,79.0,16.5,0.8,110.0,0.537,205.0,82.0,0.7659999999999999,107.0,0.522,14.0,14.0,541.0,7.4,21.0,4.9,2.2,25.6,43.0,302.0,Magic Johnson,PG,27.0,2.4,1985-86,45.0,15.1,100.0,11.1,0.599,LAL,22.8,1.5,3.0,0.267,1986.0,0.537,True,True
72,144.0,0.552,261.0,2.0,0.2,10.0,0.037000000000000005,219.0,46.1,27.0,7.0,0.6,9.7,1.9,111.0,17.0,1.1,146.0,0.539,271.0,98.0,0.831,118.0,0.435,18.0,18.0,666.0,7.8,28.0,5.2,2.6,26.2,37.0,392.0,Magic Johnson,PG,31.0,2.2,1986-87,51.0,13.6,139.0,11.7,0.607,LAL,23.1,2.0,3.7,0.265,1987.0,0.542,True,True
73,162.0,0.514,315.0,7.0,0.5,14.0,0.043,303.0,46.5,28.0,4.0,0.2,5.5,0.6,98.0,11.5,0.8,169.0,0.514,329.0,132.0,0.852,155.0,0.47100000000000003,24.0,24.0,965.0,4.9,32.0,4.1,3.2,22.9,61.0,477.0,Magic Johnson,PG,34.0,1.8,1987-88,83.0,17.3,130.0,8.0,0.6,LAL,22.1,1.8,4.0,0.198,1988.0,0.524,True,True
74,75.0,0.54,139.0,10.0,0.28600000000000003,35.0,0.201,165.0,47.6,29.0,3.0,0.3,7.5,2.1,68.0,14.1,0.6,85.0,0.489,174.0,78.0,0.907,86.0,0.494,14.0,14.0,518.0,5.4,15.0,3.6,1.5,23.4,30.0,258.0,Magic Johnson,PG,27.0,2.6,1988-89,53.0,20.0,83.0,9.2,0.609,LAL,22.2,1.2,2.2,0.2,1989.0,0.517,True,True
75,71.0,0.546,130.0,5.0,0.2,25.0,0.161,115.0,47.9,30.0,1.0,0.2,7.8,0.9,45.0,13.7,0.3,76.0,0.49,155.0,70.0,0.8859999999999999,79.0,0.51,9.0,9.0,376.0,6.9,12.0,4.0,1.4,25.0,28.0,227.0,Magic Johnson,PG,11.0,1.5,1989-90,36.0,15.9,57.0,9.0,0.598,LAL,26.4,0.9,1.7,0.222,1990.0,0.506,True,True
76,97.0,0.49200000000000005,197.0,21.0,0.29600000000000004,71.0,0.265,240.0,45.1,31.0,0.0,0.0,8.1,2.6,131.0,19.1,0.9,118.0,0.44,268.0,157.0,0.882,178.0,0.664,19.0,19.0,823.0,5.5,23.0,3.5,2.4,22.7,43.0,414.0,Magic Johnson,PG,23.0,1.5,1990-91,77.0,18.2,154.0,11.4,0.598,LAL,23.3,2.1,3.3,0.193,1991.0,0.479,True,True
77,12.0,0.4,30.0,3.0,0.33299999999999996,9.0,0.231,26.0,31.7,36.0,0.0,0.0,3.7,1.2,26.0,23.0,0.1,15.0,0.385,39.0,28.0,0.848,33.0,0.846,4.0,0.0,135.0,2.6,8.0,6.6,0.3,19.0,3.0,61.0,Magic Johnson,PF,0.0,0.0,1995-96,12.0,18.3,34.0,14.5,0.57,LAL,21.5,0.2,0.5,0.16699999999999998,1996.0,0.423,True,True
78,125.0,0.43700000000000006,286.0,51.0,0.375,136.0,0.322,91.0,13.8,18.0,23.0,1.6,-1.7,-0.8,85.0,8.7,1.3,176.0,0.41700000000000004,422.0,136.0,0.8190000000000001,166.0,0.39299999999999996,71.0,6.0,1103.0,-0.9,47.0,4.9,0.5,14.4,102.0,539.0,Kobe Bryant,SG,49.0,2.3,1996-97,112.0,18.5,132.0,6.8,0.544,LAL,24.7,0.1,1.8,0.079,1997.0,0.47700000000000004,False,True
79,316.0,0.456,693.0,75.0,0.341,220.0,0.24100000000000002,199.0,16.0,19.0,40.0,1.3,0.2,-1.7,163.0,8.7,1.8,391.0,0.428,913.0,363.0,0.794,457.0,0.501,79.0,1.0,2056.0,1.9,79.0,4.5,4.5,18.5,180.0,1220.0,Kobe Bryant,SG,74.0,1.8,1997-98,157.0,12.4,242.0,6.7,0.5479999999999999,LAL,27.2,1.1,6.3,0.147,1998.0,0.469,False,True
80,335.0,0.494,678.0,27.0,0.267,101.0,0.13,190.0,17.5,20.0,50.0,1.9,2.3,0.3,211.0,12.7,1.5,362.0,0.465,779.0,245.0,0.8390000000000001,292.0,0.375,50.0,50.0,1896.0,2.0,53.0,3.3,3.7,18.9,153.0,996.0,Kobe Bryant,SG,72.0,2.0,1998-99,157.0,14.7,264.0,8.1,0.5489999999999999,LAL,25.3,2.1,5.2,0.13,1999.0,0.48200000000000004,False,True
81,508.0,0.489,1039.0,46.0,0.319,144.0,0.122,323.0,22.4,21.0,62.0,1.7,5.3,1.7,308.0,12.9,4.5,554.0,0.46799999999999997,1183.0,331.0,0.821,403.0,0.341,66.0,62.0,2524.0,3.6,108.0,4.6,6.1,21.7,220.0,1485.0,Kobe Bryant,SG,106.0,2.2,1999-00,182.0,11.8,416.0,8.8,0.546,LAL,26.8,4.7,10.6,0.20199999999999999,2000.0,0.488,False,True
82,640.0,0.489,1310.0,61.0,0.305,200.0,0.132,338.0,23.0,22.0,43.0,1.1,4.2,-1.0,295.0,11.8,2.2,701.0,0.46399999999999997,1510.0,475.0,0.853,557.0,0.369,68.0,68.0,2783.0,5.3,104.0,4.3,9.2,24.5,222.0,1938.0,Kobe Bryant,SG,114.0,2.1,2000-01,220.0,11.1,399.0,8.1,0.552,LAL,31.8,4.4,11.3,0.196,2001.0,0.484,False,True
83,716.0,0.489,1465.0,33.0,0.25,132.0,0.083,438.0,25.9,23.0,35.0,0.8,4.4,0.1,329.0,11.7,3.8,749.0,0.469,1597.0,488.0,0.8290000000000001,589.0,0.369,80.0,80.0,3063.0,4.4,112.0,4.1,8.9,23.2,228.0,2019.0,Kobe Bryant,SG,118.0,2.0,2001-02,223.0,10.7,441.0,7.9,0.544,LAL,30.4,5.0,12.7,0.19899999999999998,2002.0,0.479,False,True
84,744.0,0.465,1600.0,124.0,0.38299999999999995,324.0,0.168,481.0,27.2,24.0,67.0,1.4,6.4,0.3,458.0,15.3,4.0,868.0,0.451,1924.0,601.0,0.843,713.0,0.371,82.0,82.0,3401.0,6.1,106.0,3.5,11.0,26.2,218.0,2461.0,Kobe Bryant,SG,181.0,2.8,2002-03,288.0,11.4,564.0,9.3,0.55,LAL,32.9,7.1,14.9,0.21,2003.0,0.483,False,True
85,445.0,0.46299999999999997,961.0,71.0,0.327,217.0,0.184,330.0,24.4,25.0,28.0,0.8,5.7,0.2,256.0,12.0,3.0,516.0,0.43799999999999994,1178.0,454.0,0.852,533.0,0.452,65.0,64.0,2447.0,5.5,103.0,4.7,7.8,23.7,176.0,1557.0,Kobe Bryant,SG,112.0,2.4,2003-04,171.0,10.8,359.0,8.3,0.551,LAL,29.1,4.7,10.7,0.21,2004.0,0.46799999999999997,False,True
87,798.0,0.48200000000000004,1655.0,180.0,0.34700000000000003,518.0,0.23800000000000002,360.0,24.1,27.0,30.0,0.7,5.8,-1.5,354.0,12.7,3.7,978.0,0.45,2173.0,696.0,0.85,819.0,0.377,80.0,80.0,3277.0,7.3,71.0,2.6,11.6,28.0,233.0,2832.0,Kobe Bryant,SG,147.0,2.4,2005-06,250.0,9.0,425.0,7.6,0.5589999999999999,LAL,38.7,6.5,15.3,0.22399999999999998,2006.0,0.491,False,True
88,676.0,0.49700000000000005,1359.0,137.0,0.344,398.0,0.22699999999999998,413.0,25.5,28.0,36.0,0.9,4.7,-1.4,364.0,13.5,2.2,813.0,0.46299999999999997,1757.0,667.0,0.868,768.0,0.43700000000000006,77.0,77.0,3140.0,6.1,75.0,2.8,10.8,26.1,205.0,2430.0,Kobe Bryant,SG,111.0,1.8,2006-07,255.0,10.9,439.0,8.2,0.58,LAL,33.6,5.3,13.0,0.19899999999999998,2007.0,0.502,False,True
89,625.0,0.49,1275.0,150.0,0.361,415.0,0.24600000000000002,441.0,23.9,29.0,40.0,0.9,5.4,0.3,423.0,14.1,4.3,775.0,0.45899999999999996,1690.0,623.0,0.84,742.0,0.439,82.0,82.0,3192.0,5.1,94.0,3.4,9.5,24.2,227.0,2323.0,Kobe Bryant,SG,151.0,2.4,2007-08,257.0,11.3,517.0,9.0,0.5760000000000001,LAL,31.4,6.0,13.8,0.20800000000000002,2008.0,0.503,False,True
90,682.0,0.496,1376.0,118.0,0.35100000000000003,336.0,0.196,399.0,23.8,30.0,37.0,1.0,4.5,-0.2,339.0,12.8,4.0,800.0,0.467,1712.0,483.0,0.856,564.0,0.32899999999999996,82.0,82.0,2960.0,4.8,90.0,3.5,8.6,24.4,189.0,2201.0,Kobe Bryant,SG,120.0,2.1,2008-09,210.0,9.7,429.0,8.2,0.561,LAL,32.2,4.9,12.7,0.20600000000000002,2009.0,0.502,False,True
91,617.0,0.48700000000000004,1268.0,99.0,0.32899999999999996,301.0,0.192,365.0,23.8,31.0,20.0,0.5,3.6,-0.1,313.0,12.2,4.0,716.0,0.456,1569.0,439.0,0.8109999999999999,541.0,0.345,73.0,73.0,2835.0,3.6,78.0,3.1,5.4,21.9,187.0,1970.0,Kobe Bryant,SG,113.0,2.1,2009-10,233.0,11.4,391.0,7.7,0.545,LAL,32.3,4.0,9.4,0.16,2010.0,0.488,False,True
92,625.0,0.48700000000000004,1283.0,115.0,0.32299999999999995,356.0,0.217,388.0,26.7,32.0,12.0,0.3,3.8,-0.9,336.0,13.3,3.5,740.0,0.451,1639.0,483.0,0.828,583.0,0.35600000000000004,82.0,82.0,2779.0,4.7,83.0,3.5,6.8,23.9,172.0,2078.0,Kobe Bryant,SG,99.0,1.9,2010-11,243.0,11.4,419.0,8.5,0.5479999999999999,LAL,35.1,4.1,10.3,0.17800000000000002,2011.0,0.48700000000000004,False,True
93,487.0,0.46399999999999997,1049.0,87.0,0.303,287.0,0.215,264.0,23.7,33.0,18.0,0.6,2.3,-1.4,247.0,11.8,2.0,574.0,0.43,1336.0,381.0,0.845,451.0,0.33799999999999997,58.0,58.0,2232.0,3.6,66.0,3.5,4.2,21.9,105.0,1616.0,Kobe Bryant,SG,69.0,1.6,2011-12,204.0,11.7,313.0,7.8,0.527,LAL,35.7,2.4,6.2,0.132,2012.0,0.462,False,True
98,15.0,0.469,32.0,6.0,0.261,23.0,0.418,11.0,16.4,18.0,2.0,1.3,-2.8,-1.5,10.0,9.2,0.1,21.0,0.382,55.0,26.0,0.867,30.0,0.545,9.0,0.0,133.0,-1.2,1.0,0.9,0.0,12.5,23.0,74.0,Kobe Bryant,SG,3.0,1.3,1996-97,14.0,17.0,11.0,5.1,0.5429999999999999,LAL,29.8,0.0,0.1,0.042,1997.0,0.436,True,True
99,28.0,0.452,62.0,3.0,0.214,14.0,0.184,16.0,12.1,19.0,8.0,2.7,-3.5,-0.5,14.0,7.8,0.0,31.0,0.408,76.0,31.0,0.6890000000000001,45.0,0.5920000000000001,11.0,0.0,220.0,-3.0,7.0,3.8,0.3,12.8,28.0,96.0,Kobe Bryant,SG,3.0,0.7,1997-98,11.0,10.3,21.0,5.8,0.501,LAL,22.5,-0.1,0.2,0.046,1998.0,0.428,True,True
100,53.0,0.445,119.0,8.0,0.348,23.0,0.162,37.0,21.7,20.0,10.0,2.5,3.3,3.4,42.0,16.3,0.2,61.0,0.43,142.0,28.0,0.8,35.0,0.24600000000000002,8.0,8.0,315.0,-0.2,13.0,4.5,0.2,19.1,24.0,158.0,Kobe Bryant,SG,15.0,2.5,1998-99,31.0,16.5,55.0,10.0,0.502,LAL,27.2,0.4,0.4,0.06,1999.0,0.45799999999999996,True,True
101,152.0,0.461,330.0,22.0,0.344,64.0,0.162,97.0,19.8,21.0,32.0,2.9,3.3,1.8,72.0,9.9,0.5,174.0,0.442,394.0,95.0,0.754,126.0,0.32,22.0,22.0,857.0,1.5,26.0,3.4,1.5,19.3,89.0,465.0,Kobe Bryant,SG,32.0,2.0,1999-00,55.0,10.9,98.0,6.6,0.517,LAL,26.7,1.2,2.1,0.115,2000.0,0.47,True,True
102,157.0,0.485,324.0,11.0,0.324,34.0,0.095,97.0,25.4,22.0,12.0,1.3,7.3,0.8,87.0,13.3,1.2,168.0,0.469,358.0,124.0,0.821,151.0,0.42200000000000004,16.0,16.0,694.0,6.5,29.0,4.7,2.6,25.0,53.0,471.0,Kobe Bryant,SG,25.0,1.9,2000-01,51.0,10.7,116.0,9.1,0.555,LAL,30.3,1.6,3.8,0.26,2001.0,0.485,True,True
103,165.0,0.442,373.0,22.0,0.379,58.0,0.135,87.0,20.2,23.0,17.0,1.5,3.3,0.8,83.0,10.6,0.8,187.0,0.434,431.0,110.0,0.759,145.0,0.336,19.0,19.0,833.0,2.4,28.0,3.8,1.7,20.5,65.0,506.0,Kobe Bryant,SG,27.0,1.7,2001-02,54.0,9.8,111.0,7.3,0.511,LAL,29.8,1.1,2.6,0.14800000000000002,2002.0,0.45899999999999996,True,True
104,112.0,0.439,255.0,25.0,0.40299999999999997,62.0,0.196,62.0,22.8,24.0,1.0,0.1,2.3,-1.1,45.0,10.1,0.2,137.0,0.43200000000000005,317.0,86.0,0.8270000000000001,104.0,0.32799999999999996,12.0,12.0,531.0,3.4,16.0,3.3,1.2,22.2,35.0,385.0,Kobe Bryant,SG,14.0,1.4,2002-03,42.0,10.4,61.0,6.6,0.531,LAL,34.0,0.6,1.5,0.131,2003.0,0.47200000000000003,True,True
105,166.0,0.457,363.0,24.0,0.247,97.0,0.21100000000000002,121.0,25.6,25.0,7.0,0.6,4.6,1.1,86.0,10.3,0.8,190.0,0.413,460.0,135.0,0.813,166.0,0.361,22.0,22.0,973.0,3.5,18.0,2.2,2.1,21.0,59.0,539.0,Kobe Bryant,SG,42.0,2.4,2003-04,61.0,10.3,104.0,6.2,0.506,LAL,29.8,1.6,2.9,0.145,2004.0,0.439,True,True
106,58.0,0.527,110.0,14.0,0.4,35.0,0.24100000000000002,36.0,21.5,27.0,3.0,0.8,2.2,1.2,40.0,16.9,0.1,72.0,0.49700000000000005,145.0,37.0,0.7709999999999999,48.0,0.331,7.0,7.0,314.0,1.0,4.0,1.5,0.5,19.9,25.0,195.0,Kobe Bryant,SG,8.0,1.3,2005-06,33.0,16.6,44.0,8.8,0.5870000000000001,LAL,28.9,0.3,0.6,0.087,2006.0,0.545,True,True
107,50.0,0.49,102.0,10.0,0.35700000000000004,28.0,0.215,22.0,20.0,28.0,2.0,0.7,3.1,1.1,25.0,14.3,-0.1,60.0,0.462,130.0,34.0,0.919,37.0,0.285,5.0,5.0,215.0,2.0,1.0,0.5,0.6,24.1,10.0,164.0,Kobe Bryant,SG,5.0,1.2,2006-07,22.0,13.1,26.0,6.9,0.561,LAL,33.9,0.3,0.5,0.121,2007.0,0.5,True,True
108,190.0,0.532,357.0,32.0,0.302,106.0,0.22899999999999998,117.0,26.9,29.0,8.0,0.7,6.8,1.3,101.0,13.0,0.8,222.0,0.479,463.0,157.0,0.809,194.0,0.419,21.0,21.0,863.0,5.5,18.0,2.5,2.4,25.0,59.0,633.0,Kobe Bryant,SG,35.0,2.1,2007-08,70.0,11.3,119.0,8.0,0.5770000000000001,LAL,33.0,1.9,3.2,0.17800000000000002,2008.0,0.514,True,True
109,205.0,0.483,424.0,37.0,0.349,106.0,0.2,126.0,26.0,30.0,21.0,1.9,7.5,0.6,104.0,12.8,1.4,242.0,0.457,530.0,174.0,0.883,197.0,0.37200000000000005,23.0,23.0,940.0,6.8,19.0,2.4,3.3,26.8,59.0,695.0,Kobe Bryant,SG,38.0,2.1,2008-09,59.0,8.7,123.0,7.6,0.564,LAL,32.9,2.2,4.7,0.23800000000000002,2009.0,0.49200000000000005,True,True
110,185.0,0.48700000000000004,380.0,49.0,0.374,131.0,0.256,126.0,26.0,31.0,16.0,1.4,5.9,0.4,112.0,14.0,0.9,234.0,0.45799999999999996,511.0,154.0,0.8420000000000001,183.0,0.358,23.0,23.0,923.0,5.5,26.0,3.3,2.7,24.7,75.0,671.0,Kobe Bryant,SG,31.0,1.8,2009-10,79.0,11.8,138.0,8.7,0.5670000000000001,LAL,33.2,1.9,3.6,0.19,2010.0,0.506,True,True
111,71.0,0.49,145.0,12.0,0.293,41.0,0.22,33.0,19.1,32.0,3.0,0.8,1.1,-0.8,26.0,9.8,0.2,83.0,0.446,186.0,50.0,0.82,61.0,0.32799999999999996,10.0,10.0,354.0,1.9,8.0,2.7,0.5,20.6,23.0,228.0,Kobe Bryant,SG,16.0,2.5,2010-11,31.0,12.7,34.0,6.0,0.536,LAL,32.7,0.3,0.7,0.099,2011.0,0.478,True,True
112,115.0,0.47700000000000004,241.0,17.0,0.28300000000000003,60.0,0.19899999999999998,52.0,24.0,33.0,2.0,0.3,3.8,-0.9,42.0,9.6,0.0,132.0,0.439,301.0,79.0,0.8320000000000001,95.0,0.316,12.0,12.0,476.0,4.7,16.0,3.5,1.4,24.4,33.0,360.0,Kobe Bryant,SG,16.0,1.8,2011-12,34.0,9.0,58.0,6.5,0.525,LAL,35.8,0.7,1.4,0.14300000000000002,2012.0,0.467,True,True
116,354.0,0.449,788.0,272.0,0.45299999999999996,600.0,0.43200000000000005,539.0,31.1,24.0,12.0,0.3,5.4,-0.9,255.0,9.1,2.8,626.0,0.451,1388.0,262.0,0.9,291.0,0.21,78.0,78.0,2983.0,6.3,59.0,2.3,8.4,21.3,198.0,1786.0,Stephen Curry,PG,126.0,2.1,2012-13,240.0,13.7,314.0,5.8,0.589,GSW,26.4,5.6,11.2,0.18,2013.0,0.5489999999999999,False,True
117,391.0,0.509,768.0,261.0,0.424,615.0,0.445,666.0,39.9,25.0,14.0,0.4,7.4,0.0,288.0,10.9,4.0,652.0,0.47100000000000003,1383.0,308.0,0.885,348.0,0.252,78.0,78.0,2846.0,7.4,46.0,1.8,9.3,24.1,194.0,1873.0,Stephen Curry,PG,128.0,2.2,2013-14,294.0,16.1,334.0,6.4,0.61,GSW,28.3,6.7,13.4,0.225,2014.0,0.5660000000000001,False,True
118,367.0,0.528,695.0,286.0,0.44299999999999995,646.0,0.48200000000000004,619.0,38.6,26.0,16.0,0.5,9.9,0.3,285.0,11.4,4.1,653.0,0.48700000000000004,1341.0,308.0,0.914,337.0,0.251,80.0,80.0,2613.0,9.6,56.0,2.4,11.5,28.0,158.0,1900.0,Stephen Curry,PG,163.0,3.0,2014-15,249.0,14.3,341.0,7.0,0.638,GSW,28.9,7.9,15.7,0.28800000000000003,2015.0,0.594,False,True
119,403.0,0.5660000000000001,712.0,402.0,0.45399999999999996,886.0,0.5539999999999999,527.0,33.7,27.0,15.0,0.4,12.5,0.1,362.0,13.6,4.1,805.0,0.504,1598.0,363.0,0.9079999999999999,400.0,0.25,79.0,79.0,2700.0,12.4,68.0,2.9,13.8,31.5,161.0,2375.0,Stephen Curry,PG,169.0,3.0,2015-16,262.0,12.9,430.0,8.6,0.669,GSW,32.6,9.8,17.9,0.318,2016.0,0.63,False,True
120,351.0,0.537,654.0,324.0,0.41100000000000003,789.0,0.547,523.0,31.1,28.0,17.0,0.5,7.3,-0.4,292.0,11.4,3.9,675.0,0.46799999999999997,1443.0,325.0,0.898,362.0,0.251,79.0,79.0,2638.0,7.7,61.0,2.7,8.6,24.6,183.0,1999.0,Stephen Curry,PG,143.0,2.6,2016-17,239.0,13.0,353.0,7.3,0.624,GSW,30.1,6.2,12.6,0.22899999999999998,2017.0,0.58,False,True
121,60.0,0.465,129.0,42.0,0.396,106.0,0.451,97.0,33.3,24.0,2.0,0.3,5.2,0.3,41.0,8.8,0.3,102.0,0.434,235.0,35.0,0.9209999999999999,38.0,0.162,12.0,12.0,497.0,4.9,5.0,1.2,1.3,20.5,35.0,281.0,Stephen Curry,PG,20.0,2.1,2012-13,40.0,13.7,46.0,5.2,0.5579999999999999,GSW,26.2,0.9,1.7,0.161,2013.0,0.523,True,True
122,29.0,0.49200000000000005,59.0,22.0,0.386,57.0,0.491,59.0,31.9,25.0,1.0,0.3,3.7,0.8,21.0,8.3,0.0,51.0,0.44,116.0,37.0,0.8809999999999999,42.0,0.36200000000000004,7.0,7.0,296.0,2.9,4.0,1.5,0.8,18.8,18.0,161.0,Stephen Curry,PG,12.0,2.0,2013-14,26.0,16.2,25.0,4.8,0.599,GSW,23.1,0.4,0.8,0.131,2014.0,0.534,True,True
123,102.0,0.493,207.0,98.0,0.42200000000000004,232.0,0.528,134.0,29.9,26.0,3.0,0.3,8.7,-0.4,85.0,11.1,1.2,200.0,0.456,439.0,96.0,0.835,115.0,0.262,21.0,21.0,826.0,9.1,20.0,2.7,2.7,24.5,47.0,594.0,Stephen Curry,PG,39.0,2.4,2014-15,82.0,14.3,105.0,6.9,0.607,GSW,31.0,2.2,3.9,0.228,2015.0,0.5670000000000001,True,True
124,68.0,0.486,140.0,80.0,0.40399999999999997,198.0,0.586,93.0,26.8,27.0,5.0,0.7,6.4,0.4,85.0,14.8,0.7,148.0,0.43799999999999994,338.0,76.0,0.9159999999999999,83.0,0.24600000000000002,18.0,17.0,614.0,6.0,14.0,2.5,1.3,22.3,39.0,452.0,Stephen Curry,PG,26.0,2.1,2015-16,75.0,16.7,99.0,8.7,0.603,GSW,32.1,1.3,1.9,0.152,2016.0,0.556,True,True
125,79.0,0.564,140.0,72.0,0.419,172.0,0.551,114.0,29.5,28.0,4.0,0.5,10.8,0.4,84.0,14.1,1.1,151.0,0.484,312.0,103.0,0.904,114.0,0.365,17.0,17.0,601.0,10.4,22.0,4.2,2.3,27.1,37.0,477.0,Stephen Curry,PG,34.0,2.7,2016-17,58.0,13.8,106.0,9.5,0.659,GSW,30.0,2.0,3.4,0.272,2017.0,0.599,True,True
129,538.0,0.516,1042.0,92.0,0.369,249.0,0.193,925.0,52.2,22.0,4.0,0.1,9.2,0.9,259.0,10.3,4.6,630.0,0.488,1291.0,332.0,0.851,390.0,0.302,80.0,80.0,3006.0,8.3,62.0,2.4,13.2,28.3,185.0,1684.0,Chris Paul,PG,217.0,3.9,2007-08,201.0,12.1,321.0,6.2,0.5760000000000001,NOH,25.7,8.5,17.8,0.284,2008.0,0.524,False,True
130,567.0,0.525,1079.0,64.0,0.364,176.0,0.14,861.0,54.5,23.0,10.0,0.3,11.2,2.1,363.0,14.6,5.0,631.0,0.503,1255.0,455.0,0.868,524.0,0.418,78.0,78.0,3002.0,9.1,69.0,2.8,13.3,30.0,212.0,1781.0,Chris Paul,PG,216.0,3.9,2008-09,231.0,13.5,432.0,8.7,0.599,NOH,27.5,10.0,18.3,0.292,2009.0,0.528,False,True
132,359.0,0.48200000000000004,745.0,71.0,0.38799999999999996,183.0,0.19699999999999998,782.0,45.8,25.0,5.0,0.1,6.4,1.0,289.0,12.3,4.4,430.0,0.46299999999999997,928.0,337.0,0.878,384.0,0.414,80.0,80.0,2880.0,5.4,38.0,1.6,9.5,23.7,196.0,1268.0,Chris Paul,PG,188.0,3.5,2010-11,177.0,13.9,327.0,6.9,0.578,NOH,21.1,6.1,13.9,0.23199999999999998,2011.0,0.502,False,True
133,346.0,0.511,677.0,79.0,0.371,213.0,0.239,543.0,43.8,26.0,4.0,0.2,7.9,-0.1,171.0,9.4,2.3,425.0,0.478,890.0,260.0,0.861,302.0,0.33899999999999997,60.0,60.0,2181.0,8.0,42.0,2.3,10.4,27.0,138.0,1189.0,Chris Paul,PG,152.0,3.8,2011-12,124.0,10.8,213.0,5.8,0.581,LAC,24.3,5.4,12.7,0.278,2012.0,0.522,False,True
134,336.0,0.5379999999999999,624.0,76.0,0.32799999999999996,232.0,0.271,678.0,46.5,27.0,10.0,0.4,7.5,0.3,209.0,10.5,3.4,412.0,0.48100000000000004,856.0,286.0,0.885,323.0,0.377,70.0,70.0,2335.0,7.2,53.0,2.8,10.6,26.4,143.0,1186.0,Chris Paul,PG,169.0,3.8,2012-13,159.0,13.7,262.0,6.7,0.594,LAC,22.6,5.6,13.9,0.287,2013.0,0.526,False,True
135,328.0,0.498,658.0,78.0,0.368,212.0,0.244,663.0,48.9,28.0,4.0,0.1,7.4,0.6,230.0,11.4,3.2,406.0,0.467,870.0,295.0,0.855,345.0,0.397,62.0,62.0,2171.0,6.8,38.0,2.0,9.0,25.9,157.0,1185.0,Chris Paul,PG,154.0,3.5,2013-14,145.0,12.4,268.0,6.9,0.58,LAC,23.7,5.2,12.2,0.27,2014.0,0.511,False,True
136,429.0,0.523,821.0,139.0,0.39799999999999996,349.0,0.298,838.0,47.4,29.0,15.0,0.4,7.5,0.0,324.0,12.5,3.2,568.0,0.485,1170.0,289.0,0.9,321.0,0.27399999999999997,82.0,82.0,2857.0,7.5,52.0,2.1,12.9,26.0,203.0,1564.0,Chris Paul,PG,156.0,2.8,2014-15,190.0,12.7,376.0,7.4,0.596,LAC,23.7,6.9,16.1,0.27,2015.0,0.545,False,True
